Fiscal_Year,Budget_Type,Agency_Name,Sub_Agency_Name,DepartmentName,Sub_DepartmentName,Category,Sub_Category,Stimulus_Type,Funding_Source,Vendor_Name,InvoiceID,InvoiceDt,InvoiceAmt,DistributionAmt,CheckID,CheckDt,CheckAmt,CheckVoidDt
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Contractual Services,Ebook Subscriptions,,General Fund,OVERDRIVE INC,1826372,6/30/2017,3439.42,3439.42,931194,8/1/2017,7187.55,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Audio/Visual Supplies,,General Fund,MIDWEST TAPE LLC,1827208,5/22/2017,25.94,25.94,931836,8/4/2017,25.94,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Audio/Visual Supplies,,General Fund,MIDWEST TAPE LLC,1827208,5/22/2017,25.94,-25.94,931836,8/4/2017,25.94,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,ACCOUNTING RESEARCH & ANALYTICS LLC,1821640,10/28/2016,895.5,895.5,930327,7/27/2017,895.5,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1826561,7/14/2017,41.7,41.7,932491,8/8/2017,41.7,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1826639,7/14/2017,59.71,59.71,932490,8/8/2017,1194.34,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825027,7/14/2017,93.3,93.3,932490,8/8/2017,1194.34,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825023,7/13/2017,16.2,-16.2,931998,8/7/2017,2403.66,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825023,7/13/2017,16.2,16.2,931998,8/7/2017,2403.66,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825023,7/13/2017,16.2,16.2,931998,8/7/2017,2403.66,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825026,7/13/2017,338.87,338.87,931998,8/7/2017,2403.66,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1824995,7/14/2017,99.1,-99.1,932490,8/8/2017,1194.34,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1824995,7/14/2017,99.1,99.1,932490,8/8/2017,1194.34,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1824995,7/14/2017,99.1,99.1,932490,8/8/2017,1194.34,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1824997,7/14/2017,12.59,12.59,932490,8/8/2017,1194.34,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1824997,7/14/2017,12.59,-12.59,932490,8/8/2017,1194.34,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1824997,7/14/2017,12.59,12.59,932490,8/8/2017,1194.34,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825228,7/14/2017,2.33,2.33,932490,8/8/2017,1194.34,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825034,7/14/2017,87.4,87.4,932490,8/8/2017,1194.34,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825262,7/14/2017,29.33,29.33,932490,8/8/2017,1194.34,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825243,7/14/2017,20.5,20.5,932490,8/8/2017,1194.34,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825244,7/14/2017,61.25,61.25,932490,8/8/2017,1194.34,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1824297,7/11/2017,104,104,931998,8/7/2017,2403.66,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1824277,7/12/2017,391.15,391.15,931998,8/7/2017,2403.66,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1826085,7/14/2017,30.13,30.13,932490,8/8/2017,1194.34,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825186,7/14/2017,99.1,99.1,932490,8/8/2017,1194.34,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825186,7/14/2017,99.1,99.1,932490,8/8/2017,1194.34,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825186,7/14/2017,99.1,-99.1,932490,8/8/2017,1194.34,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825192,7/21/2017,99.1,99.1,930336,7/27/2017,570.82,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825192,7/21/2017,99.1,99.1,930336,7/27/2017,570.82,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825192,7/21/2017,99.1,-99.1,930336,7/27/2017,570.82,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825258,7/14/2017,93.3,93.3,930336,7/27/2017,570.82,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825224,7/14/2017,93.2,93.2,930336,7/27/2017,570.82,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825303,7/14/2017,99.1,-99.1,930336,7/27/2017,570.82,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825303,7/14/2017,99.1,99.1,930336,7/27/2017,570.82,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825303,7/14/2017,99.1,99.1,930336,7/27/2017,570.82,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825005,7/14/2017,99.1,-99.1,930519,7/28/2017,690.89,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825005,7/14/2017,99.1,99.1,930519,7/28/2017,690.89,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1825005,7/14/2017,99.1,99.1,930519,7/28/2017,690.89,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,BAKER AND TAYLOR INC,1827501,7/25/2017,1950.67,1950.67,931342,8/2/2017,7549.45,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,CENGAGE LEARNING INC,1823891,7/13/2017,396.15,396.15,932014,8/7/2017,396.15,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,CENGAGE LEARNING INC,1824370,7/13/2017,592.8,592.8,930536,7/28/2017,2606.8,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,CENGAGE LEARNING INC,1820799,7/2/2017,377.15,377.15,931118,8/1/2017,377.15,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,CENGAGE LEARNING INC,1820543,7/2/2017,1733.75,1733.75,930536,7/28/2017,2606.8,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,CENGAGE LEARNING INC,1820969,7/2/2017,280.25,280.25,930536,7/28/2017,2606.8,1/1/1900
2018,Metro Government Operations,Louisville Free Public Library,Collection Services,Library Materials,,Supplies,Books,,General Fund,THOMSON REUTERS SCIENTIFIC INC,1825492,7/4/2017,5578,5578,930927,7/31/2017,6260,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Community Immunizations,,Supplies,Drugs/Medicine Supplies,,General Fund,CONTROL SOLUTIONS INC,1825211,7/13/2017,1040,1040,932020,8/7/2017,1040,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Community Immunizations,,Supplies,Office Supplies,,General Fund,IMMUNIZATION ACTION COALITION,1821281,7/11/2017,30,30,927303,7/12/2017,30,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,HIV/AIDS Programs,,Supplies,Drugs/Medicine Supplies,,State Funding,MOORE MEDICAL LLC,1824358,7/17/2017,126.89,126.89,933067,8/11/2017,126.89,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,STD Services,,Supplies,Medical Supplies Consumable Multi-units,,General Fund,ULINE INC,1824618,7/7/2017,75.26,37.63,930021,7/25/2017,75.26,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,STD Services,,Supplies,Office Equipment,,General Fund,KATRINA COTTON,1826733,7/27/2017,186.6,19.96,931631,8/3/2017,186.6,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,STD Services,,Supplies,Office Supplies,,General Fund,KATRINA COTTON,1826733,7/27/2017,186.6,7.18,931631,8/3/2017,186.6,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,STD Services,,Supplies,Office Supplies,,General Fund,OFFICE DEPOT INC,1826484,7/17/2017,68.53,68.53,933071,8/11/2017,7586.86,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Tuberculosis Control,,Contractual Services,Other Nursing Services,,General Fund,P2W INC NFP,1826929,7/26/2017,1000,1000,930887,7/31/2017,1000,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Tuberculosis Control,,Contractual Services,Other Nursing Services,,General Fund,SNELLING MEDICAL STAFFING LLC,1829321,6/30/2017,2991.44,1139,932734,8/9/2017,2991.44,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Tuberculosis Control,,Contractual Services,Other Nursing Services,,General Fund,SNELLING MEDICAL STAFFING LLC,1829369,6/16/2017,2200.32,1020,932577,8/8/2017,23488.26,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Tuberculosis Control,,Contractual Services,Other Nursing Services,,General Fund,SNELLING MEDICAL STAFFING LLC,1829371,6/23/2017,2225.26,1033.6,932577,8/8/2017,23488.26,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Tuberculosis Control,,Contractual Services,Other Nursing Services,,General Fund,SNELLING MEDICAL STAFFING LLC,1829376,7/14/2017,2216.79,680,932577,8/8/2017,23488.26,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Tuberculosis Control,,Contractual Services,Other Nursing Services,,General Fund,SNELLING MEDICAL STAFFING LLC,1829346,7/7/2017,1998.12,564.4,932577,8/8/2017,23488.26,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Tuberculosis Control,,Contractual Services,Other Nursing Services,,General Fund,SNELLING MEDICAL STAFFING LLC,1829328,7/21/2017,2818.85,605.2,932577,8/8/2017,23488.26,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Tuberculosis Control,,Contractual Services,Other Nursing Services,,General Fund,SNELLING MEDICAL STAFFING LLC,1829353,4/28/2017,1719.6,795.6,932577,8/8/2017,23488.26,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Tuberculosis Control,,Contractual Services,Other Nursing Services,,General Fund,SNELLING MEDICAL STAFFING LLC,1829357,5/12/2017,2018.04,816,932577,8/8/2017,23488.26,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Tuberculosis Control,,Contractual Services,Other Nursing Services,,General Fund,SNELLING MEDICAL STAFFING LLC,1829360,5/19/2017,1652.84,761.6,932577,8/8/2017,23488.26,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Tuberculosis Control,,Contractual Services,Other Nursing Services,,General Fund,SNELLING MEDICAL STAFFING LLC,1829362,5/26/2017,1552.2,754.8,932577,8/8/2017,23488.26,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Tuberculosis Control,,Contractual Services,Other Nursing Services,,General Fund,SNELLING MEDICAL STAFFING LLC,1829367,6/9/2017,1973.98,788.8,932577,8/8/2017,23488.26,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Tuberculosis Control,,Contractual Services,Other Nursing Services,,General Fund,SNELLING MEDICAL STAFFING LLC,1829368,6/2/2017,2162.9,940.58,932577,8/8/2017,23488.26,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Tuberculosis Control,,Contractual Services,Patient Transportation,,General Fund,YELLOW CAB OF LOUISVILLE LLC,1824974,6/30/2017,1105,1105,930443,7/27/2017,2213.64,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Tuberculosis Control,,Contractual Services,Pressurized Tank Services,,General Fund,AMERICAN WELDING & GAS INC,1827529,6/30/2017,21.81,7.56,931731,8/4/2017,21.81,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Tuberculosis Control,,Supplies,Food,,General Fund,KROGER CO,1823884,7/6/2017,101.17,101.17,930861,7/31/2017,139.85,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Tuberculosis Control,,Supplies,Food,,General Fund,KROGER CO,1819765,5/11/2017,59.65,59.65,927817,7/14/2017,118.53,1/1/1900
2018,Metro Government Operations,Public Health & Wellness,Communicable Disease Prevention,Tuberculosis Control,,Supplies,Lab Supplies,,General Fund,ULINE INC,1824618,7/7/2017,75.26,37.63,930021,7/25/2017,75.26,1/1/1900
2018,Metro Government Operations,Youth Detention Services,Community Based & Alternative Sentencing,Community Based Programs,,Contractual Services,Equipment Rental,,General Fund,SATELLITE TRACKING OF PEOPLE LLC,1816681,5/31/2017,3706.5,-3056.75,931864,8/4/2017,3706.5,1/1/1900
2018,Metro Government Operations,Youth Detention Services,Community Based & Alternative Sentencing,Community Based Programs,,Contractual Services,Equipment Rental,,General Fund,SATELLITE TRACKING OF PEOPLE LLC,1816681,5/31/2017,3706.5,3706.5,931864,8/4/2017,3706.5,1/1/1900
2018,Metro Government Operations,Youth Detention Services,Community Based & Alternative Sentencing,Community Based Programs,,Contractual Services,Equipment Rental,,General Fund,SATELLITE TRACKING OF PEOPLE LLC,1816681,5/31/2017,3706.5,3056.75,931864,8/4/2017,3706.5,1/1/1900
2018,Metro Government Operations,Youth Detention Services,Community Based & Alternative Sentencing,Community Based Programs,,Contractual Services,External Agency Contractual Services,,General Fund,YMCA OF GREATER LOUISVILLE INC,1827076,7/25/2017,22919.75,22919.75,933133,8/11/2017,22919.75,1/1/1900
2018,Metro Government Operations,Department of Corrections,Community Corrections Center,Community Corrections Center,,Contractual Services,Equipment Rental,,General Fund,KONICA MINOLTA BUSINESS SOLUTIONS,1823229,7/11/2017,7921.74,1466.5,930960,7/31/2017,7921.74,1/1/1900
2018,Metro Government Operations,Department of Corrections,Community Corrections Center,Community Corrections Center,,Contractual Services,Food Services,,General Fund,TRINITY SERVICES GROUP INC DBA TRINITY,1829707,4/6/2017,48157.6,10426.1,932744,8/9/2017,100703.27,1/1/1900
2018,Metro Government Operations,Department of Corrections,Community Corrections Center,Community Corrections Center,,Contractual Services,Food Services,,General Fund,TRINITY SERVICES GROUP INC DBA TRINITY,1829578,7/11/2017,50026.75,10690.45,932744,8/9/2017,100703.27,1/1/1900
2018,Metro Government Operations,Department of Corrections,Community Corrections Center,Community Corrections Center,,Contractual Services,Food Services,,General Fund,TRINITY SERVICES GROUP INC DBA TRINITY,1830002,7/24/2017,49136.8,10410.8,933099,8/11/2017,49136.8,1/1/1900
2018,Metro Government Operations,Department of Corrections,Community Corrections Center,Community Corrections Center,,Supplies,Drugs/Medicine Supplies,,General Fund,DIAMOND DRUGS INC,1829458,5/31/2017,1020.05,1020.05,932888,8/10/2017,77115.5,1/1/1900
2018,Metro Government Operations,Department of Corrections,Community Corrections Center,Community Corrections Center,,Supplies,Prescriptions/Pharmacy Supplies,,General Fund,DIAMOND DRUGS INC,1829501,6/30/2017,11020.61,11020.61,932888,8/10/2017,77115.5,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CAP,Poverty Prevention,Contractual Services,Grant Other Assistance,,State Funding,KENTUCKY PREVENTION NETWORK INC,1822734,7/10/2017,300,300,929585,7/24/2017,300,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CAP,Poverty Prevention,Contractual Services,Grant Transportation,,State Funding,HERITAGE GREEN DEVELOPMENT LLC,1830550,7/6/2017,1260,1260,933176,8/11/2017,1260,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CAP,Poverty Prevention,Supplies,Office Supplies,,State Funding,OFFICE DEPOT INC,1829549,6/23/2017,36.39,36.39,933071,8/11/2017,7586.86,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CAP,Poverty Prevention,Supplies,Office Supplies,,State Funding,OFFICE DEPOT INC,1829562,6/22/2017,134.97,134.97,933071,8/11/2017,7586.86,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CAP,Poverty Prevention,Supplies,Office Supplies,,State Funding,OFFICE DEPOT INC,1829695,6/13/2017,191.01,191.01,933071,8/11/2017,7586.86,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Development & Planning Services,Contractual Services,Equipment Rental,,Community Action Partnership- KY Cabinet for Health & Family Services,KONICA MINOLTA BUSINESS SOLUTIONS,1830314,6/9/2017,2642.72,23.58,933126,8/11/2017,3757.43,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Development & Planning Services,Contractual Services,Equipment Rental,,Community Action Partnership- KY Cabinet for Health & Family Services,KONICA MINOLTA BUSINESS SOLUTIONS,1830321,5/11/2017,133.53,0.11,933126,8/11/2017,3757.43,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Development & Planning Services,Contractual Services,Equipment Rental,,Community Action Partnership- KY Cabinet for Health & Family Services,KONICA MINOLTA BUSINESS SOLUTIONS,1827257,5/11/2017,2735.36,27.09,932761,8/9/2017,2960.44,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Emergency Assistance Program,Contractual Services,Grant Emergency Relief,,Community Action Partnership- KY Cabinet for Health & Family Services,GROUP ONE INVESTMENTS,1830285,8/10/2017,813,813,933143,8/11/2017,813,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Emergency Assistance Program,Contractual Services,Grant Emergency Relief,,Community Action Partnership- KY Cabinet for Health & Family Services,LG&E,1826417,7/26/2017,494.32,494.32,930708,7/28/2017,494.32,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Emergency Assistance Program,Contractual Services,Grant Emergency Relief,,Community Action Partnership- KY Cabinet for Health & Family Services,LOUISVILLE WATER COMPANY,1830294,8/10/2017,187,187,933152,8/11/2017,187,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Emergency Assistance Program,Contractual Services,Grant Emergency Relief,,Community Action Partnership- KY Cabinet for Health & Family Services,LOUISVILLE WATER COMPANY,1820469,7/7/2017,174.67,174.67,926952,7/10/2017,174.67,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Finance Administration,Contractual Services,Dues,,Community Action Partnership- KY Cabinet for Health & Family Services,COMMUNITY ACTION KENTUCKY INC,1826976,7/27/2017,1847,1847,930822,7/31/2017,1847,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Finance Administration,Contractual Services,Equipment Rental,,Community Action Partnership- KY Cabinet for Health & Family Services,KONICA MINOLTA BUSINESS SOLUTIONS,1830314,6/9/2017,2642.72,50.96,933126,8/11/2017,3757.43,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Finance Administration,Contractual Services,Equipment Rental,,Community Action Partnership- KY Cabinet for Health & Family Services,KONICA MINOLTA BUSINESS SOLUTIONS,1830321,5/11/2017,133.53,0.38,933126,8/11/2017,3757.43,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Finance Administration,Contractual Services,Equipment Rental,,Community Action Partnership- KY Cabinet for Health & Family Services,KONICA MINOLTA BUSINESS SOLUTIONS,1827257,5/11/2017,2735.36,34.66,932761,8/9/2017,2960.44,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Finance Administration,Contractual Services,"Travel, Out of Town",,Community Action Partnership- KY Cabinet for Health & Family Services,COMMUNITY ACTION PARTNERSHIP,1825914,7/24/2017,195,65,930353,7/27/2017,195,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Food & Nutrition Program,Contractual Services,Equipment Rental,,Community Action Partnership- KY Cabinet for Health & Family Services,KONICA MINOLTA BUSINESS SOLUTIONS,1827257,5/11/2017,2735.36,14.47,932761,8/9/2017,2960.44,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Food & Nutrition Program,Contractual Services,Equipment Rental,,Community Action Partnership- KY Cabinet for Health & Family Services,KONICA MINOLTA BUSINESS SOLUTIONS,1830314,6/9/2017,2642.72,17.02,933126,8/11/2017,3757.43,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Support Services,Contractual Services,Equipment Rental,,Community Action Partnership- KY Cabinet for Health & Family Services,KONICA MINOLTA BUSINESS SOLUTIONS,1830314,6/9/2017,2642.72,63.34,933126,8/11/2017,3757.43,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Support Services,Contractual Services,Equipment Rental,,Community Action Partnership- KY Cabinet for Health & Family Services,KONICA MINOLTA BUSINESS SOLUTIONS,1830321,5/11/2017,133.53,0.32,933126,8/11/2017,3757.43,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Support Services,Contractual Services,Equipment Rental,,Community Action Partnership- KY Cabinet for Health & Family Services,KONICA MINOLTA BUSINESS SOLUTIONS,1827257,5/11/2017,2735.36,52.5,932761,8/9/2017,2960.44,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Support Services,Contractual Services,Grant Other Assistance,,Community Action Partnership- KY Cabinet for Health & Family Services,BRIDGING THE GAP LEARNING ACADEMY,1823350,7/18/2017,535,535,928861,7/19/2017,535,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Support Services,Contractual Services,Grant Other Assistance,,Community Action Partnership- KY Cabinet for Health & Family Services,BRIDGING THE GAP LEARNING ACADEMY,1823351,7/18/2017,535,535,928860,7/19/2017,535,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Support Services,Contractual Services,Grant Other Assistance,,Community Action Partnership- KY Cabinet for Health & Family Services,BUECHEL DAY CARE,1824473,7/20/2017,1080,1080,929430,7/21/2017,1080,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Support Services,Contractual Services,Grant Other Assistance,,Community Action Partnership- KY Cabinet for Health & Family Services,BUECHEL DAY CARE,1824474,7/20/2017,900,900,929429,7/21/2017,900,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Support Services,Contractual Services,Grant Other Assistance,,Community Action Partnership- KY Cabinet for Health & Family Services,BUECHEL DAY CARE,1824475,7/20/2017,990,990,929428,7/21/2017,990,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Support Services,Contractual Services,Grant Other Assistance,,Community Action Partnership- KY Cabinet for Health & Family Services,DIBA,1823421,7/18/2017,90,90,928876,7/19/2017,90,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Support Services,Contractual Services,Grant Other Assistance,,Community Action Partnership- KY Cabinet for Health & Family Services,DIBA,1823422,7/18/2017,90,90,928877,7/19/2017,90,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Support Services,Contractual Services,Grant Other Assistance,,Community Action Partnership- KY Cabinet for Health & Family Services,DIBA,1827329,7/31/2017,575,575,930987,7/31/2017,575,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Support Services,Contractual Services,Grant Other Assistance,,Community Action Partnership- KY Cabinet for Health & Family Services,DIVINE CHILDCARE LLC,1828482,8/3/2017,945,945,932200,8/7/2017,945,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Support Services,Contractual Services,Grant Other Assistance,,Community Action Partnership- KY Cabinet for Health & Family Services,DIVINE CHILDCARE LLC,1828483,8/3/2017,945,945,932199,8/7/2017,945,1/1/1900
2018,Metro Government Operations,Office of Resilience and Community Services,Community Services,CSBG,Support Services,Contractual Services,Grant Other Assistance,,Community Action Partnership- KY Cabinet for Health & Family Services,HWANGS MARTIAL ARTS II INC,1828849,8/4/2017,160,160,932212,8/7/2017,160,1/1/1900
