Cite Number,Issue Date,Issue T,Violat,Sublocatio,Street,Meter #,Is Wa,Due
5050000716,02/19/2016,10:22 ,BT,,SEE NOTES,,NO,0.00
5020001056,04/15/2016,15:23 ,NPP,,SEE NOTES,,NO,0.00
5040004309,04/18/2016,16:32 ,X,,SEE NOTES,710,NO,0.00
5250002600,03/22/2016,11:51 ,X,,SEE NOTES,,NO,0.00
5120004279,03/22/2016,13:24 ,X,,SEE NOTES,412A,NO,0.00
5230006534,06/29/2016,08:27 ,PSW,,SEE NOTES,,NO,0.00
5190003096,02/24/2016,08:24 ,NSR,,SEE NOTES,,NO,50.00
5160017939,01/27/2016,15:26 ,X,,SEE NOTES,DU2200,NO,0.00
5230006457,06/24/2016,09:11 ,S,,SEE NOTES,,NO,50.00
0094289296,04/13/2016,08:51 ,S,,SEE NOTES,,NO,0.00
0094166590,06/16/2016,17:20 ,NP,,SEE NOTES,,NO,50.00
5160019015,02/25/2016,15:16 ,NPP,,SEE NOTES,,NO,0.00
5100005127,05/19/2016,14:51 ,X,,SEE NOTES,303A,NO,0.00
0094364060,04/06/2016,04:41 ,PFH,,SEE NOTES,,NO,50.00
0094293345,06/30/2016,08:53 ,S,,SEE NOTES,,NO,0.00
5100003916,02/10/2016,09:47 ,X,,SEE NOTES,LIB511,NO,50.00
5100005178,05/20/2016,15:21 ,NPP,,SEE NOTES,,NO,50.00
5100005571,06/01/2016,12:43 ,NSR,,SEE NOTES,,NO,0.00
5040004668,06/04/2016,11:05 ,NP,,SEE NOTES,,NO,50.00
5160019613,03/10/2016,17:21 ,X,,SEE NOTES,H2001,NO,50.00
5190002825,01/14/2016,08:53 ,NSR,,SEE NOTES,,NO,50.00
5220001940,02/01/2016,17:42 ,X,,SEE NOTES,512A,NO,0.00
5180005794,04/06/2016,07:56 ,X,,SEE NOTES,P-601A,NO,0.00
5100006388,06/23/2016,10:42 ,X,,SEE NOTES,2002,NO,50.00
5100005692,06/03/2016,14:28 ,X,,SEE NOTES,205EA,NO,50.00
5230004924,05/04/2016,07:30 ,S,,SEE NOTES,,NO,50.00
5100003341,01/06/2016,13:02 ,X,,SEE NOTES,M400A,NO,50.00
5220002457,02/18/2016,10:26 ,X,,SEE NOTES,4806,NO,0.00
5250002766,03/28/2016,10:26 ,X,,SEE NOTES,4801,NO,0.00
5100004950,05/16/2016,15:25 ,NPP,,SEE NOTES,502B,NO,0.00
5010004714,06/02/2016,07:26 ,X,,SEE NOTES,MA412B,NO,0.00
5030000477,01/04/2016,13:46 ,NSR,,SEE NOTES,,NO,50.00
5230002932,03/12/2016,05:41 ,NPS,,SEE NOTES,,NO,0.00
5150003559,06/01/2016,10:06 ,X,,SEE NOTES,408EA,NO,0.00
5070005922,02/22/2016,12:48 ,78,,SEE NOTES,,NO,0.00
5080001840,06/02/2016,11:53 ,X,,SEE NOTES,LIB701,NO,50.00
5260004590,06/09/2016,08:43 ,X,,SEE NOTES,41804,NO,0.00
5060004098,06/06/2016,15:10 ,X,,SEE NOTES,604B,NO,50.00
5260001388,01/13/2016,17:25 ,X,,SEE NOTES,108B,NO,0.00
5060004278,06/22/2016,15:25 ,X,,SEE NOTES,500B,NO,0.00
5010002477,02/15/2016,17:17 ,X,,SEE NOTES,5102A,NO,0.00
5010004626,05/28/2016,09:48 ,X,,SEE NOTES,J606B,NO,50.00
5110001217,03/11/2016,15:08 ,NPP,,SEE NOTES,,NO,50.00
5230003236,03/18/2016,10:19 ,S,,SEE NOTES,,NO,50.00
5160018417,02/08/2016,15:39 ,X,,SEE NOTES,BO2002,NO,50.00
5160017263,01/08/2016,17:47 ,X,,SEE NOTES,402A,NO,50.00
5060004164,06/13/2016,11:24 ,X,,SEE NOTES,8307A,NO,50.00
0094290770,05/18/2016,08:34 ,S,,SEE NOTES,,NO,0.00
5100003810,02/03/2016,12:13 ,X,,SEE NOTES,4611B,NO,0.00
0094286835,06/09/2016,08:29 ,S,,SEE NOTES,,NO,0.00
0094379191,04/05/2016,00:10 ,U,,SEE NOTES,,NO,50.00
5120004578,06/28/2016,09:20 ,X,,SEE NOTES,309B,NO,50.00
5120004436,06/06/2016,16:42 ,NPP,,SEE NOTES,,NO,50.00
5160021563,04/30/2016,09:54 ,X,,SEE NOTES,106B,NO,50.00
5120004131,03/07/2016,11:11 ,X,,SEE NOTES,401,NO,0.00
0093791810,04/24/2016,16:30 ,H,,SEE NOTES,,NO,0.00
5150003693,06/09/2016,10:38 ,X,,SEE NOTES,707,NO,0.00
5040004128,03/22/2016,10:47 ,X,,SEE NOTES,7111B,NO,0.00
5250002861,03/31/2016,09:41 ,X,,SEE NOTES,7102B,NO,0.00
5010003748,04/21/2016,11:15 ,X,,SEE NOTES,7111B,NO,0.00
5260003533,04/22/2016,11:22 ,X,,SEE NOTES,7111B,NO,0.00
5120004291,03/22/2016,15:48 ,X,,SEE NOTES,419E,NO,50.00
5110001858,06/16/2016,10:38 ,X,,SEE NOTES,301A,NO,0.00
5060004323,06/27/2016,11:02 ,X,,SEE NOTES,303A,NO,50.00
5070006120,04/29/2016,15:43 ,NPP,,SEE NOTES,,NO,50.00
5250002313,03/11/2016,10:16 ,X,,SEE NOTES,5102B,NO,0.00
5110002066,06/28/2016,15:22 ,NPP,,SEE NOTES,,NO,50.00
5020001074,04/19/2016,09:54 ,X,,SEE NOTES,,NO,0.00
0090950812,03/27/2016,10:44 ,EX,,SEE NOTES,,NO,0.00
5100003522,01/15/2016,10:10 ,X,,SEE NOTES,3703SL,NO,0.00
5100006217,06/17/2016,16:24 ,X,,SEE NOTES,517A,NO,50.00
0094301620,04/23/2016,08:06 ,NS,,SEE NOTES,,NO,0.00
5230003697,04/05/2016,07:15 ,NSR,,SEE NOTES,,NO,0.00
5090003090,04/18/2016,14:40 ,X,,SEE NOTES,J702B,NO,50.00
5070007500,06/27/2016,14:22 ,X,,SEE NOTES,605A,NO,0.00
5040003240,01/07/2016,10:57 ,X,,SEE NOTES,A404,NO,50.00
5010005013,06/15/2016,07:37 ,NP,,SEE NOTES,J606A,NO,50.00
5070007319,06/16/2016,11:35 ,X,,SEE NOTES,704,NO,0.00
5090003810,05/31/2016,11:24 ,X,,SEE NOTES,FL603A,NO,50.00
5090003940,06/08/2016,12:58 ,NP,,SEE NOTES,,NO,50.00
5100006659,06/30/2016,16:37 ,NPP,,SEE NOTES,,NO,15.00
5220003207,03/16/2016,15:17 ,NPP,,SEE NOTES,,NO,0.00
5180006037,04/26/2016,10:55 ,BT,,SEE NOTES,,NO,0.00
5250001702,01/28/2016,14:22 ,X,,SEE NOTES,8300B,NO,50.00
5100006447,06/24/2016,16:20 ,NPP,,SEE NOTES,,NO,50.00
5100004967,05/17/2016,10:00 ,X,,SEE NOTES,313A,NO,35.00
5100004979,05/17/2016,11:36 ,NSR,,SEE NOTES,,NO,0.00
5030001028,06/28/2016,09:00 ,BT,,SEE NOTES,,NO,0.00
5140003263,04/06/2016,11:57 ,NP,,SEE NOTES,,NO,50.00
5160019864,03/16/2016,17:07 ,X,,SEE NOTES,1901,NO,50.00
5070007523,06/28/2016,11:47 ,X,,SEE NOTES,201B,NO,0.00
5040003947,02/25/2016,14:28 ,X,,SEE NOTES,ALI304,NO,0.00
5250001432,01/13/2016,16:21 ,X,,SEE NOTES,LIB408,NO,50.00
5250002219,03/07/2016,13:43 ,X,,SEE NOTES,,NO,0.00
5040004839,06/24/2016,16:34 ,X,,SEE NOTES,410A,NO,50.00
5120004099,03/03/2016,15:14 ,X,,SEE NOTES,408A,NO,0.00
5030000837,05/16/2016,15:59 ,BT,,SEE NOTES,,NO,0.00
5110001609,04/19/2016,13:38 ,X,,SEE NOTES,,NO,0.00
5110001940,06/24/2016,10:37 ,X,,SEE NOTES,303B,NO,50.00
5160020519,04/04/2016,10:10 ,X,,SEE NOTES,J700,NO,50.00
5090002816,04/01/2016,10:52 ,X,,SEE NOTES,6207A,NO,50.00
5090002984,04/13/2016,13:47 ,X,,SEE NOTES,FL627B,NO,50.00
5020000632,02/05/2016,10:51 ,X,,SEE NOTES,605A,NO,50.00
5110002028,06/27/2016,10:52 ,NP,,SEE NOTES,201N,NO,50.00
5110001808,05/23/2016,12:10 ,NSR,,SEE NOTES,,NO,50.00
5160019905,03/17/2016,15:36 ,X,,SEE NOTES,H2009,NO,50.00
0093661956,06/01/2016,07:58 ,OTH,,SEE NOTES,,NO,50.00
5030000556,02/03/2016,17:04 ,BT,,SEE NOTES,,NO,0.00
5120003884,02/16/2016,10:45 ,H,,SEE NOTES,,NO,135.00
5130003084,05/02/2016,11:52 ,X,,SEE NOTES,203,NO,50.00
5150002484,03/30/2016,07:39 ,NPC,,SEE NOTES,,NO,0.00
5260001297,01/08/2016,13:35 ,X,,SEE NOTES,42002,NO,50.00
5170005422,01/28/2016,12:44 ,X,,SEE NOTES,CH211B,NO,0.00
5050000925,05/12/2016,11:44 ,X,,SEE NOTES,415,NO,0.00
5250001427,01/13/2016,15:12 ,NPP,,SEE NOTES,,NO,50.00
5160017985,01/28/2016,15:43 ,PFH,,SEE NOTES,,NO,50.00
5020000859,03/09/2016,10:05 ,X,,SEE NOTES,,NO,0.00
5150002156,03/15/2016,08:21 ,X,,SEE NOTES,FL601A,NO,50.00
5140003186,02/22/2016,16:13 ,X,,SEE NOTES,CH408,NO,0.00
5250002193,03/04/2016,11:14 ,NSR,,SEE NOTES,,NO,50.00
5260004070,05/18/2016,16:04 ,X,,SEE NOTES,,NO,50.00
5180006933,06/30/2016,14:19 ,X,,SEE NOTES,1600,NO,0.00
5180006190,05/27/2016,11:25 ,X,,SEE NOTES,1311,NO,0.00
5140003870,06/03/2016,15:43 ,X,,SEE NOTES,317A,NO,50.00
5220001321,01/06/2016,11:05 ,X,,SEE NOTES,7618,NO,50.00
5230004712,04/28/2016,07:39 ,S,,SEE NOTES,,NO,0.00
5230006612,06/30/2016,08:45 ,S,,SEE NOTES,,NO,0.00
5260001793,02/08/2016,13:40 ,PT2,,SEE NOTES,,NO,0.00
5160017708,01/21/2016,10:16 ,X,,SEE NOTES,CH101,NO,50.00
5030000483,01/04/2016,14:09 ,X,,SEE NOTES,8701,NO,0.00
5250001635,01/25/2016,14:03 ,X,,SEE NOTES,C616B,NO,50.00
5230004558,04/23/2016,10:47 ,NS,,SEE NOTES,,NO,0.00
5150002520,03/31/2016,08:09 ,X,,SEE NOTES,309EA,NO,0.00
5150001991,02/24/2016,10:52 ,X,,SEE NOTES,806B,NO,0.00
5140002911,01/27/2016,10:49 ,X,,SEE NOTES,8308,NO,50.00
5180005845,04/12/2016,09:03 ,X,,SEE NOTES,303A,NO,50.00
5230005701,05/30/2016,07:30 ,NPS,,SEE NOTES,,NO,0.00
5070006678,05/21/2016,15:29 ,X,,SEE NOTES,410A,NO,0.00
5150003596,06/03/2016,07:18 ,X,,SEE NOTES,205EB,NO,50.00
5230005690,05/30/2016,07:12 ,NPS,,SEE NOTES,,NO,0.00
5230005145,05/13/2016,08:56 ,NPP,,SEE NOTES,,NO,0.00
5070006523,05/18/2016,13:31 ,X,,SEE NOTES,411A,NO,50.00
5230004907,05/03/2016,09:29 ,AB,,SEE NOTES,,NO,50.00
5100004417,05/03/2016,15:10 ,NPP,,SEE NOTES,,NO,0.00
5200004133,03/02/2016,13:52 ,X,,SEE NOTES,204B,NO,0.00
5070006926,05/31/2016,17:27 ,X,,SEE NOTES,216A,NO,0.00
5180006340,06/03/2016,13:56 ,X,,SEE NOTES,2002,NO,50.00
5180004961,02/01/2016,11:07 ,X,,SEE NOTES,3-400B,NO,50.00
5230004474,04/23/2016,07:26 ,PMR,,SEE NOTES,,NO,50.00
5160021098,04/18/2016,13:38 ,X,,SEE NOTES,2230,NO,0.00
5180005118,02/09/2016,10:14 ,X,,SEE NOTES,DU2210,NO,50.00
5100003755,02/01/2016,08:33 ,NSR,,SEE NOTES,,NO,0.00
0094278855,04/05/2016,08:30 ,OTH,,SEE NOTES,,NO,0.00
5040003775,02/16/2016,11:26 ,X,,SEE NOTES,,NO,0.00
5090003172,04/22/2016,07:17 ,X,,SEE NOTES,4506B,NO,50.00
5120004461,06/08/2016,11:14 ,X,,SEE NOTES,102A,NO,0.00
5100004343,05/02/2016,11:51 ,X,,SEE NOTES,501A,NO,0.00
5010004829,06/08/2016,10:59 ,X,,SEE NOTES,AL414A,NO,0.00
5080001815,04/13/2016,09:16 ,78,,SEE NOTES,,NO,70.00
5040004762,06/20/2016,12:26 ,X,,SEE NOTES,6,NO,50.00
5230005857,06/01/2016,08:28 ,S,,SEE NOTES,,NO,0.00
5260002083,02/20/2016,13:16 ,X,,SEE NOTES,404B,NO,0.00
5260002955,03/28/2016,13:35 ,PB,,SEE NOTES,,NO,50.00
5050000797,03/29/2016,09:03 ,BT,,SEE NOTES,,NO,0.00
5160021702,05/02/2016,16:15 ,X,,SEE NOTES,104,NO,50.00
5220002387,02/16/2016,16:05 ,NP,,SEE NOTES,3708,NO,50.00
5260004803,06/21/2016,08:32 ,78,,SEE NOTES,,NO,0.00
5090002735,03/24/2016,09:39 ,X,,SEE NOTES,,NO,0.00
5090004163,06/22/2016,10:22 ,X,,SEE NOTES,113E,NO,0.00
5250001722,01/29/2016,12:35 ,X,,SEE NOTES,5300B,NO,0.00
5010004546,05/25/2016,14:27 ,X,,SEE NOTES,LI503B,NO,50.00
5230003307,03/21/2016,12:58 ,PT2,,SEE NOTES,,NO,50.00
5180006375,06/07/2016,07:41 ,X,,SEE NOTES,2000,NO,0.00
5230004442,04/22/2016,06:42 ,NSR,,SEE NOTES,,NO,50.00
5230004618,04/26/2016,09:03 ,S,,SEE NOTES,,NO,50.00
5020001127,04/21/2016,13:38 ,HOR,,SEE NOTES,,NO,0.00
5180006213,05/31/2016,07:24 ,X,,SEE NOTES,1603,NO,0.00
5230004989,05/05/2016,11:23 ,NPS,,SEE NOTES,,NO,50.00
5030000944,06/15/2016,17:49 ,BT,,SEE NOTES,,NO,0.00
5220003623,06/20/2016,13:04 ,NPG,,SEE NOTES,,NO,50.00
5250002651,03/23/2016,17:06 ,X,,SEE NOTES,616,NO,50.00
5250002655,03/24/2016,08:50 ,X,,SEE NOTES,,NO,50.00
5250002660,03/24/2016,11:05 ,X,,SEE NOTES,,NO,50.00
5250002320,03/11/2016,11:10 ,X,,SEE NOTES,,NO,0.00
5080001900,06/09/2016,17:16 ,NPP,,SEE NOTES,,NO,50.00
5260001450,01/15/2016,13:51 ,NSR,,SEE NOTES,,NO,0.00
5260004622,06/13/2016,08:40 ,X,,SEE NOTES,41805,NO,0.00
5060004192,06/15/2016,11:09 ,X,,SEE NOTES,704,NO,50.00
5050000777,03/22/2016,15:47 ,X,,SEE NOTES,MA611B,NO,50.00
5040003462,01/26/2016,10:13 ,X,,SEE NOTES,,NO,0.00
5160019535,03/09/2016,12:39 ,X,,SEE NOTES,705A,NO,0.00
5160019801,03/16/2016,12:09 ,X,,SEE NOTES,701A,NO,0.00
5010003526,04/13/2016,16:01 ,X,,SEE NOTES,MA706B,NO,0.00
5010003663,04/18/2016,12:47 ,X,,SEE NOTES,MA705A,NO,0.00
5010003699,04/19/2016,16:11 ,X,,SEE NOTES,7100NA,NO,0.00
0093850886,04/06/2016,22:20 ,NP,,SEE NOTES,,NO,0.00
5160020411,03/29/2016,10:50 ,NP,,SEE NOTES,,NO,0.00
5160018259,02/03/2016,16:52 ,X,,SEE NOTES,EL1602,NO,0.00
5130003036,04/26/2016,15:49 ,X,,SEE NOTES,306,NO,50.00
5150002305,03/23/2016,10:57 ,X,,SEE NOTES,JK503B,NO,50.00
5250002150,03/03/2016,10:29 ,X,,SEE NOTES,WA605B,NO,0.00
5040004370,04/26/2016,10:38 ,X,,SEE NOTES,WA605B,NO,0.00
5220001320,01/06/2016,11:04 ,X,,SEE NOTES,7622,NO,50.00
5160019157,02/29/2016,17:48 ,NSR,,SEE NOTES,404A,NO,0.00
5260004188,05/24/2016,15:51 ,NSR,,SEE NOTES,,NO,0.00
5010004117,05/06/2016,17:29 ,NPP,,SEE NOTES,,NO,0.00
5160021751,05/04/2016,09:26 ,BT,,SEE NOTES,,NO,0.00
5130003096,05/04/2016,08:06 ,NP,,SEE NOTES,,NO,0.00
5150002919,04/22/2016,15:29 ,NPP,,SEE NOTES,,NO,50.00
5230005830,05/31/2016,10:44 ,FL,,SEE NOTES,,NO,135.00
5150002513,03/31/2016,07:28 ,X,,SEE NOTES,201EA,NO,50.00
5230003176,03/17/2016,09:43 ,EX,,SEE NOTES,,NO,50.00
5230005522,05/26/2016,07:22 ,NPP,,SEE NOTES,,NO,50.00
5180005894,04/14/2016,13:14 ,X,,SEE NOTES,SA1311,NO,50.00
5180006752,06/23/2016,12:52 ,P30,,SEE NOTES,,NO,0.00
5090003643,05/19/2016,11:18 ,X,,SEE NOTES,FL609B,NO,0.00
5160017298,01/11/2016,13:15 ,X,,SEE NOTES,602,NO,0.00
5200004404,04/29/2016,10:54 ,X,,SEE NOTES,513,NO,50.00
5250001701,01/28/2016,14:21 ,X,,SEE NOTES,8300A,NO,50.00
5100006473,06/27/2016,10:48 ,X,,SEE NOTES,409L,NO,0.00
5100003389,01/08/2016,09:33 ,X,,SEE NOTES,,NO,0.00
5040004105,03/16/2016,09:37 ,X,,SEE NOTES,WA605A,NO,0.00
5020000945,04/04/2016,08:02 ,X,,SEE NOTES,8508,NO,50.00
5160021475,04/29/2016,08:28 ,X,,SEE NOTES,508,NO,50.00
5100004640,05/07/2016,10:34 ,X,,SEE NOTES,508L,NO,50.00
5230003865,04/07/2016,12:03 ,PNP,,SEE NOTES,,NO,50.00
5260004526,06/07/2016,10:04 ,X,,SEE NOTES,FL2405,NO,50.00
5260003343,04/15/2016,09:37 ,PFH,,SEE NOTES,,NO,0.00
5180004914,01/22/2016,07:11 ,NPP,,SEE NOTES,,NO,0.00
5260002382,03/01/2016,08:30 ,X,,SEE NOTES,42006,NO,0.00
5260002329,02/27/2016,17:12 ,NP,,SEE NOTES,,NO,50.00
5040003880,02/19/2016,16:00 ,NPP,,SEE NOTES,,NO,0.00
5260004294,05/27/2016,17:02 ,NPP,,SEE NOTES,,NO,0.00
5040004618,06/03/2016,12:20 ,NP,,SEE NOTES,,NO,0.00
0094379526,02/21/2016,17:42 ,NS,,SEE NOTES,,NO,0.00
5160021796,05/05/2016,12:51 ,BT,,SEE NOTES,,NO,0.00
5250001442,01/14/2016,11:36 ,W,,SEE NOTES,5103A,YES,0.00
5150003593,06/02/2016,13:24 ,X,,SEE NOTES,HK515B,NO,50.00
0094289020,04/13/2016,08:57 ,S,,SEE NOTES,,NO,50.00
5140003688,04/21/2016,13:44 ,X,,SEE NOTES,416A,NO,0.00
5180006685,06/21/2016,10:46 ,BT,,SEE NOTES,,NO,0.00
5040003572,02/02/2016,07:35 ,NPP,,SEE NOTES,,NO,0.00
5100003806,02/03/2016,11:02 ,X,,SEE NOTES,ALI410,NO,0.00
5160021997,05/12/2016,14:15 ,NPF,,SEE NOTES,,NO,0.00
5130003219,05/27/2016,16:35 ,X,,SEE NOTES,317A,NO,0.00
5130002646,04/08/2016,10:08 ,X,,SEE NOTES,406A,NO,0.00
5180004825,01/13/2016,13:52 ,PNP,,SEE NOTES,,NO,0.00
5010004716,06/02/2016,08:10 ,W,,SEE NOTES,J504A,YES,0.00
5250001646,01/26/2016,09:19 ,NP,,SEE NOTES,,NO,50.00
5230004413,04/21/2016,07:16 ,NPB,,SEE NOTES,,NO,50.00
5260003081,04/04/2016,08:23 ,X,,SEE NOTES,42000,NO,0.00
5260001923,02/15/2016,12:34 ,X,,SEE NOTES,31909,NO,0.00
5230001955,01/08/2016,08:18 ,S,,SEE NOTES,,NO,50.00
5220003240,03/17/2016,13:39 ,PCO,,SEE NOTES,,NO,50.00
5010003368,03/28/2016,16:39 ,X,,SEE NOTES,6110B,NO,0.00
5070007465,06/27/2016,08:24 ,NP,,SEE NOTES,,NO,0.00
5180005230,02/17/2016,09:56 ,NP,,SEE NOTES,LU1603,NO,0.00
5010003159,03/18/2016,15:20 ,X,,SEE NOTES,C316EA,NO,0.00
5100006110,06/16/2016,11:18 ,X,,SEE NOTES,210A,NO,50.00
5200004191,04/12/2016,15:18 ,X,,SEE NOTES,203EA,NO,0.00
5090003730,05/24/2016,14:03 ,X,,SEE NOTES,3600SR,NO,0.00
5170005523,02/02/2016,13:38 ,X,,SEE NOTES,FL506A,NO,0.00
5170005886,02/18/2016,13:40 ,X,,SEE NOTES,315EB,NO,0.00
5180005940,04/15/2016,13:05 ,S,,SEE NOTES,,NO,0.00
5260002212,02/25/2016,15:16 ,H,,SEE NOTES,,NO,135.00
5260003633,04/26/2016,16:41 ,NPP,,SEE NOTES,,NO,0.00
5190003068,02/22/2016,08:24 ,NPB,,SEE NOTES,,NO,50.00
5050001070,06/27/2016,12:06 ,X,,SEE NOTES,2,NO,0.00
5230005993,06/06/2016,08:26 ,S,,SEE NOTES,,NO,50.00
5230004499,04/23/2016,08:20 ,NS,,SEE NOTES,,NO,0.00
5070007600,06/30/2016,12:56 ,X,,SEE NOTES,307A,NO,0.00
5260002759,03/22/2016,12:36 ,X,,SEE NOTES,31903,NO,0.00
5260004464,06/04/2016,11:45 ,X,,SEE NOTES,4806,NO,0.00
5170005883,02/18/2016,13:19 ,X,,SEE NOTES,HK506A,NO,50.00
5070005729,01/11/2016,10:06 ,X,,SEE NOTES,,NO,0.00
5140002526,01/05/2016,10:08 ,X,,SEE NOTES,J606,NO,75.00
5260004289,05/27/2016,00:00 ,NPP,,SEE NOTES,,NO,0.00
5100005213,05/23/2016,10:51 ,X,,SEE NOTES,607L,NO,50.00
5150002773,04/18/2016,16:12 ,X,,SEE NOTES,BR610A,NO,0.00
5040003754,02/15/2016,10:50 ,X,,SEE NOTES,,NO,0.00
5220003003,03/09/2016,10:52 ,NP,,SEE NOTES,701,NO,0.00
5190002948,02/01/2016,09:38 ,NPB,,SEE NOTES,,NO,50.00
5010002937,03/05/2016,16:11 ,X,,SEE NOTES,6300A,NO,0.00
5010002552,02/18/2016,10:20 ,X,,SEE NOTES,M803A,NO,0.00
5140003914,06/07/2016,15:55 ,X,,SEE NOTES,100,NO,0.00
5050001073,06/27/2016,12:50 ,NP,,SEE NOTES,701,NO,50.00
5220002740,02/25/2016,15:14 ,X,,SEE NOTES,2418,NO,0.00
5140003792,05/31/2016,10:20 ,X,,SEE NOTES,206N,NO,0.00
5140003802,05/31/2016,12:21 ,X,,SEE NOTES,202N,NO,0.00
5110001397,03/23/2016,10:52 ,X,,SEE NOTES,401B,NO,0.00
5160019467,03/08/2016,10:14 ,H,,SEE NOTES,,NO,0.00
5140004038,06/29/2016,10:00 ,X,,SEE NOTES,305EA,NO,50.00
5230004039,04/13/2016,06:07 ,NSR,,SEE NOTES,,NO,0.00
5090002953,04/12/2016,09:50 ,HOR,,SEE NOTES,CH303E,NO,0.00
5100005777,06/07/2016,15:06 ,X,,SEE NOTES,604A,NO,0.00
5100005830,06/08/2016,12:56 ,X,,SEE NOTES,606A,NO,0.00
5140002910,01/27/2016,10:48 ,X,,SEE NOTES,8308,NO,0.00
5230002212,01/27/2016,06:47 ,PFH,,SEE NOTES,,NO,50.00
5260002965,03/28/2016,15:52 ,X,,SEE NOTES,415E,NO,50.00
5160019393,03/04/2016,16:20 ,NPP,,SEE NOTES,,NO,50.00
5170005114,01/11/2016,08:10 ,X,,SEE NOTES,GR401,NO,0.00
5230005333,05/20/2016,08:01 ,S,,SEE NOTES,,NO,50.00
5130003176,05/25/2016,12:11 ,X,,SEE NOTES,101,NO,0.00
5140003858,06/03/2016,12:46 ,X,,SEE NOTES,609A,NO,50.00
5150003486,05/26/2016,10:49 ,X,,SEE NOTES,401EB,NO,50.00
5100004531,05/05/2016,14:40 ,NSR,,SEE NOTES,,NO,0.00
5260004874,06/24/2016,07:55 ,X,,SEE NOTES,1802,NO,0.00
5100006126,06/16/2016,13:18 ,X,,SEE NOTES,407A,NO,0.00
5040003752,02/15/2016,10:16 ,X,,SEE NOTES,,NO,0.00
5160019997,03/18/2016,12:49 ,X,,SEE NOTES,105A,NO,0.00
5040003438,01/25/2016,10:50 ,X,,SEE NOTES,,NO,0.00
5090003759,05/26/2016,08:05 ,X,,SEE NOTES,LIB504,NO,0.00
5100004483,05/04/2016,16:06 ,X,,SEE NOTES,603B,NO,0.00
5100004925,05/16/2016,10:47 ,X,,SEE NOTES,703,NO,50.00
5230004896,05/03/2016,07:06 ,NPP,,SEE NOTES,,NO,0.00
0093787890,04/16/2016,17:24 ,U,,SEE NOTES,,NO,50.00
5250001369,01/08/2016,14:29 ,X,,SEE NOTES,,NO,0.00
5180005387,02/29/2016,12:18 ,NSR,,SEE NOTES,,NO,0.00
5070006655,05/21/2016,12:31 ,X,,SEE NOTES,302,NO,0.00
5160022252,05/20/2016,00:00 ,78,,SEE NOTES,,NO,0.00
5010002021,01/21/2016,17:48 ,X,,SEE NOTES,M608B,NO,0.00
5230004561,04/23/2016,10:55 ,NS,,SEE NOTES,,NO,0.00
5230006434,06/24/2016,07:09 ,NSR,,SEE NOTES,,NO,50.00
0094293194,06/30/2016,09:31 ,S,,SEE NOTES,,NO,50.00
5010004418,05/17/2016,12:59 ,X,,SEE NOTES,5102B,NO,0.00
5230005316,05/20/2016,07:05 ,PTZ,,SEE NOTES,,NO,0.00
5160022275,05/20/2016,11:44 ,PTZ,,SEE NOTES,,NO,0.00
5120004475,06/09/2016,10:24 ,NP,,SEE NOTES,,NO,50.00
5250002369,03/12/2016,11:21 ,X,,SEE NOTES,3613,NO,0.00
5010005274,06/29/2016,11:27 ,X,,SEE NOTES,6103A,NO,0.00
5040003915,02/24/2016,10:08 ,X,,SEE NOTES,WA603A,NO,50.00
5140003603,04/19/2016,13:56 ,X,,SEE NOTES,513A,NO,0.00
5170005953,02/24/2016,08:11 ,X,,SEE NOTES,513EA,NO,0.00
5220001232,01/02/2016,11:53 ,X,,SEE NOTES,3604,NO,0.00
5010004049,05/03/2016,07:57 ,X,,SEE NOTES,7101NB,NO,0.00
5160017391,01/12/2016,14:53 ,X,,SEE NOTES,609,NO,50.00
5250002312,03/11/2016,09:44 ,X,,SEE NOTES,G301A,NO,0.00
5190003303,06/15/2016,09:50 ,S,,SEE NOTES,,NO,0.00
5060004054,06/03/2016,12:53 ,HOR,,SEE NOTES,406B,NO,0.00
5260003371,04/18/2016,09:30 ,78,,SEE NOTES,,NO,0.00
5160018858,02/22/2016,00:00 ,NPP,,SEE NOTES,,NO,0.00
5040003746,02/12/2016,14:24 ,X,,SEE NOTES,8304A,NO,50.00
5090002785,03/30/2016,07:09 ,X,,SEE NOTES,5506A,NO,0.00
5150003307,05/11/2016,10:47 ,X,,SEE NOTES,FL519A,NO,50.00
5180005913,04/15/2016,09:30 ,X,,SEE NOTES,203EA,NO,50.00
5160017239,01/08/2016,15:18 ,NPP,,SEE NOTES,,NO,50.00
5040003919,02/24/2016,10:25 ,X,,SEE NOTES,6104B,NO,0.00
5230002564,02/18/2016,06:43 ,PNP,,SEE NOTES,,NO,50.00
5150001950,01/07/2016,16:41 ,X,,SEE NOTES,MA600A,NO,0.00
5230001852,01/05/2016,11:50 ,PNP,,SEE NOTES,,NO,50.00
5150003095,05/02/2016,08:05 ,NSR,,SEE NOTES,,NO,0.00
5010002841,03/02/2016,15:48 ,X,,SEE NOTES,MA705A,NO,0.00
5040004346,04/25/2016,10:07 ,X,,SEE NOTES,MA304A,NO,0.00
5140003731,05/11/2016,15:54 ,X,,SEE NOTES,MA704B,NO,0.00
5110001965,06/24/2016,15:52 ,X,,SEE NOTES,707A,NO,0.00
5070005666,01/09/2016,10:02 ,NSR,,SEE NOTES,,NO,50.00
0094290431,05/20/2016,08:50 ,S,,SEE NOTES,,NO,50.00
